Prof_Course		The instructor provided clearly defined expectations.	The instructor used teaching methods that facilitated my learning.	"The instructor encouraged me to take a role in my own learning, to ask questions, and to participate."	The instructor was well prepared to teach.	The instructor was available outside of class either electronically or in person.	The instructor is one whom I would recommend to other students.
"Duesman,Sarah:PHYS-1441-010-GENERAL COLLEGE PHYSICS I"	Mean	4.8148	4.7778	4.7778	4.8148	4.8519	4.8889
	N	27	27	27	27	27	27
"Duesman,Sarah:PHYS-1441-016-GENERAL COLLEGE PHYSICS I"	Mean	4.8261	4.75	4.75	4.8333	4.8333	4.875
	N	23	24	24	24	24	24
"Dulaney,William:HIST-1311-001-HISTORY OF U.S."	Mean	4.2418	3.8901	3.967	4.5618	4.2418	3.8636
	N	91	91	91	89	91	88
"Dulaney,William:HIST-1311-003-HISTORY OF U.S."	Mean	4.4324	4.045	4.0268	4.5714	4.0545	3.9459
	N	111	111	112	112	110	111
"Dulaney,William:HIST-3365-001-AFR AMER HIST I"	Mean	4.3333	4.2778	4.6111	4.7222	4.5556	4.6667
	N	18	18	18	18	18	18
"Dunn,Dana:SOCI-1311-001-INTRO TO SOCIO"	Mean	4.4267	4.2973	4.4	4.6622	4.16	4.5733
	N	75	74	75	74	75	75
"Dunn,Dana:SOCI-3334-001-GENDER ROLES"	Mean	4.4194	4.2581	4.2581	4.5161	4.2581	4.3548
	N	31	31	31	31	31	31
"Dunn,Dana:SOCI-3336-001-SOCIAL INEQUALITY"	Mean	4.6061	4.2727	4.5758	4.6667	4.4545	4.5152
	N	33	33	33	33	33	33
"Dunn,Jimmy:MANA-5312-001-MANAGEMENT"	Mean	4.2245	4.5	4.52	4.3673	4.38	4.38
	N	49	50	50	49	50	50
"Duvall,Sara:NURS-5313-003-CLINICAL PROCEDURES AP NURSES"	Mean	4.5	4.5	4.5	4.5	3	4.5
	N	2	2	2	2	2	2
"Dye,Wanda:ARCH-3553-002-DESIGN STUDIO: ARCHITECTURE I"	Mean	3.1765	2.8824	4.1176	3.25	4.2667	2.9375
	N	17	17	17	16	15	16
"Dye,Wanda:ARCH-4395-007-SELECTED TOPICS ARCH"	Mean	4.8333	4.6667	4.8333	4.8333	4.6667	4.6667
	N	6	6	6	6	6	6
"Dye,Wanda:ARCH-5395-007-TOPICS IN ARCHITECTURE"	Mean	4.3333	4.3333	4.2	4	4.6667	4.6667
	N	6	6	5	6	6	6
"Dyer,Danny:MATH-3313-001-INTRODUCTION TO PROBABILITY"	Mean	4	3.8571	4.2857	4.2857	3.7857	3.6429
	N	14	14	14	14	14	14
"Dyer,Danny:MATH-5312-001-MATHEMATICAL STATISTICS I"	Mean	4.7143	4.4286	4.1429	4.8462	4.5714	4.5385
	N	14	14	14	13	14	13
"Dyer,Danny:STATS-5312-001-MATHEMATICAL STATISTICS I"	Mean	3	3	4	4	4	3
	N	1	1	1	1	1	1
"Eakin,Mark:BSTAT-5325-002-ADVANCED STATISTICAL METHODS"	Mean	3.4	2.6	3.8667	4.2	4.0667	3.0667
	N	15	15	15	15	15	15
"Earle,Brian:EDUC-5305-005-CUR DESGN, IMPLMNTATION & EVAL"	Mean	4.5455	4.3636	4.2727	4.5455	4	4.4545
	N	11	11	11	11	11	11
"Earle,Brian:EDUC-5395-105-DESIGNING CLASSROOM RESEARCH"	Mean	3	2.7778	3.2222	2.875	2.8889	2.4444
	N	9	9	9	8	9	9
"Earnest,Mary Kathryn:ENGL-1301-033-EXPOS WRITING"	Mean	4.6667	4.5556	4.7222	4.6667	4.7647	4.6667
	N	18	18	18	18	17	18
"Earnest,Mary Kathryn:ENGL-1301-038-EXPOS WRITING"	Mean	4.625	4.375	4.75	4.875	4.875	4.8125
	N	16	16	16	16	16	16
"Eberhart,Robert:BE-5361-008-BIOMATLS & BLOOD COMPATIBILITY"	Mean	4.8	4.7	4.6364	4.7273	4.7	5
	N	10	10	11	11	10	10
"Eddings,Patricia:CRCJ-3370-001-FORENSICS"	Mean	4.2157	4.098	4.1176	4.44	4.18	3.96
	N	51	51	51	50	50	50
"Edmondson,Jerold:LING-3301-001-TOPICS IN LINGUISTICS"	Mean	3	3.375	3.8125	3.5625	4.4375	3.5
	N	16	16	16	16	16	16
"Edmondson,Jerold:LING-4320-001-HISTORICAL/COMP LINGUISTICS"	Mean	4	4	3	4	4	3
	N	2	2	2	2	2	2
"Edmondson,Jerold:LING-5314-001-HISTORICAL & COMPARATIVE LING"	Mean	3.5	4	4.1667	3.8333	4.5	3.8333
	N	6	6	6	6	6	6
"Edwards,Jessica:ENGL-1301-004-EXPOS WRITING"	Mean	4.65	4.6316	4.7	4.65	4.75	4.75
	N	20	19	20	20	20	20
"Edwards,Jessica:ENGL-1301-006-EXPOS WRITING"	Mean	4.7895	4.7895	4.7895	4.7368	4.7895	4.8421
	N	19	19	19	19	19	19
"Edwards,Jessica:ENGL-1301-017-EXPOS WRITING"	Mean	4.3333	4.1765	4.3889	4.5	4.7778	4.6111
	N	18	17	18	18	18	18
"Edwards,Jessica:ENGL-1301-043-EXPOS WRITING"	Mean	5	4.5	4.5	5	5	5
	N	2	2	2	2	2	2
"Edwards,Jessica:ENGL-1301-059-EXPOS WRITING"	Mean	4.6875	4.75	4.875	4.5625	4.8125	4.9375
	N	16	16	16	16	16	16
"Edwards,Jessica:ENGL-1302-014-CRITICAL THINK, READ, WRITE"	Mean	4.4444	4.3889	4.5789	4.4737	4.4737	4.5789
	N	18	18	19	19	19	19
"Efendi,Jap:ACCT-2301-007-PRINCIPLES OF ACCOUNTING I"	Mean	4.44	4.08	4.25	4.56	4.5417	4.32
	N	25	25	24	25	24	25
"Efendi,Jap:ACCT-5301-001-ACCOUNTING ANALYSIS I"	Mean	4.66	4.4694	4.68	4.74	4.68	4.58
	N	50	49	50	50	50	50
"Eisenstadt,Gloria:GEOL-4305-003-TOPICS IN GEOL"	Mean	4.6	4.8	4.6	4.8	3.8	4.8
	N	5	5	5	5	5	5
"Eisenstadt,Gloria:GEOL-5374-001-SEISMIC INTER"	Mean	5	5	5	5	4.7778	5
	N	9	9	9	9	9	9
"Eley,Mark:CHEM-1441-003-GENERAL CHEMISTRY I"	Mean	3.7273	3.6176	3.6471	3.7273	4.2647	3.9062
	N	33	34	34	33	34	32
"Ellington,Patricia:MATH-0301-001-THEA TEST PREPARATION"	Mean	3.9474	3.6842	3.8947	3.9474	3.7778	3.7895
	N	19	19	19	19	18	19
"Ellington,Patricia:MATH-1302-700-COLLEGE ALGEBRA"	Mean	3.9231	3.3077	3.6154	3.8462	3.6923	3.6154
	N	13	13	13	13	13	13
"Ellington,Patricia:MATH-1302-701-COLLEGE ALGEBRA"	Mean	3.9231	3.4615	3.6154	3.6154	3.8462	3.5385
	N	13	13	13	13	13	13
"Ellington,Patricia:MATH-1302-702-COLLEGE ALGEBRA"	Mean	3.3529	3.1176	3.2353	3.4706	3.4375	3.1765
	N	17	17	17	17	16	17
"Elmasri,Ramez:CSE-5331-002-DBMS MODELS AND IMPLEMENTATION"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"England,Nancy:ENGL-1301-071-EXPOS WRITING"	Mean	4.3333	4.2667	4.0667	4.6	4.3571	4.5714
	N	15	15	15	15	14	14
"England,Nancy:ENGL-1301-073-EXPOS WRITING"	Mean	4.2	4.15	4.2105	4.35	4.5	4.5789
	N	20	20	19	20	20	19
"England,Nancy:ENGL-1301-074-EXPOS WRITING"	Mean	4.5	4.2857	4.3077	4.4615	4.8462	4.7857
	N	14	14	13	13	13	14
"Epperson,James:MATH-1426-004-CALCULUS I"	Mean	4.4828	4.4483	4.3966	4.7193	4.6429	4.7193
	N	58	58	58	57	56	57
"Epperson,James:MATH-5342-001-CONCEPTS/TECH IN ALGEBRA"	Mean	4.5588	4.6765	4.7647	4.7941	4.7647	4.8529
	N	34	34	34	34	34	34
"Esimai,Grace:BSTAT-3321-001-BUSINESS STATISTICS I"	Mean	4.3684	4.0789	4.5897	4.641	4.2895	4.1795
	N	38	38	39	39	38	39
"Esimai,Grace:BSTAT-3321-002-BUSINESS STATISTICS I"	Mean	4.2791	4.0698	4.4651	4.5238	4.4524	4.5122
	N	43	43	43	42	42	41
"Esimai,Grace:BSTAT-3322-001-BUSINESS STATISTICS II"	Mean	3.8929	3.7143	4.3214	4.0714	3.8571	3.8214
	N	28	28	28	28	28	28
"Esimai,Grace:BSTAT-5325-001-ADVANCED STATISTICAL METHODS"	Mean	3.7333	3.5682	4.1136	4.1591	3.907	3.6
	N	45	44	44	44	43	45
"Espinosa,Sergio:MUSI-2103-001-STRING CLASS"	Mean	4.5652	4.5652	4.6522	4.6522	4.6522	4.6818
	N	23	23	23	23	23	22
"Esposito,Carl:COMM-1300-001-INTRO TO COMMUNICATION"	Mean	4.5714	4.5238	4.75	4.65	4.7619	4.7143
	N	21	21	20	20	21	21
"Estrada,Griselle:NURS-3481-002-MENTAL HEALTH NURSING"	Mean	5	5	5	5	5	5
	N	2	2	2	2	2	2
"Estrada,Griselle:NURS-3481-003-MENTAL HEALTH NURSING"	Mean	4.3333	4.3333	4.3333	4.3333	4.3333	4.3333
	N	3	3	3	3	3	3
"Estrada,Griselle:NURS-3481-004-MENTAL HEALTH NURSING"	Mean	4.75	4.75	4.75	4.75	4.5	4.5
	N	4	4	4	4	4	4
"Eve,Raymond:SOCI-1311-700-INTRO TO SOCIO"	Mean	4.6667	4	3	3.3333	4.3333	4.3333
	N	3	3	3	3	3	3
"Eve,Raymond:SOCI-1311-701-INTRO TO SOCIO"	Mean	4.6667	4.5	4.5833	4.4167	4.3333	4.25
	N	12	12	12	12	12	12
"Eve,Raymond:SOCI-1311-702-INTRO TO SOCIO"	Mean	4.3846	3.9231	4.2308	3.6667	4.1818	4
	N	13	13	13	12	11	13
"Eve,Raymond:SOCI-3313-001-CRIMINOLOGY"	Mean	4.0588	4	4.1765	4.1176	4.4118	4.2941
	N	17	17	17	17	17	17
"Eve,Raymond:SOCI-3323-001-COLLECTIVE BEHAVIOR"	Mean	3.125	2.75	3.625	2.5833	4	2.6667
	N	24	24	24	24	24	24
"Ewen,Joseph:MANA-3318-003-MANA ORG BEHAV"	Mean	3.9216	3.54	3.8431	4.16	3.7647	3.5306
	N	51	50	51	50	51	49
"Ewen,Joseph:MANA-3318-007-MANA ORG BEHAV"	Mean	3.8704	3.5556	3.8148	4.2037	3.7778	3.6604
	N	54	54	54	54	54	53
"Ewen,Joseph:MANA-3318-009-MANA ORG BEHAV"	Mean	4.3636	4.197	4.197	4.4394	4.0455	4.3485
	N	66	66	66	66	66	66
"Ewen,Joseph:MANA-3319-003-MGT PROCESS THR"	Mean	4.3214	3.8214	4.3571	4.4815	4.3929	4
	N	28	28	28	27	28	28
"Ewing,Beverly:NURS-5305-009-ADULT MGMT ADV NURS PRAC I"	Mean	4.5	4.1667	4.1667	4.6667	4.5	3.8333
	N	6	6	6	6	6	6
"Ewing,Beverly:NURS-5418-009-ADVANCED HEALTH ASSESSMENT"	Mean	4.6667	4.6667	4.3333	4.6667	4	4
	N	3	3	3	3	3	2
"Ewing,Beverly:NURS-5418-010-ADVANCED HEALTH ASSESSMENT"	Mean	4	4	4	4	4	4
	N	2	2	2	2	2	2
"Fain,John:LARC-5341-001-LANDSCAPE TECHNOLOGY I"	Mean	4.7143	4.4286	4.5	4.7857	4.5714	4.7143
	N	14	14	14	14	14	14
"Fairbanks,Robert:HIST-3362-001-CITIES &SUBURBS"	Mean	4.4643	4.25	4.2143	4.5357	4.6071	4.2593
	N	28	28	28	28	28	27
"Fairchild,Michael:CE-4334-001-CONSTRUCTION CONTRACTS & SPECS (2108-80432)"	Mean	4.3636	4.1818	4	4.6364	4.3636	4.5455
	N	11	11	11	11	11	11
"Fan,Xiaohong:ACCT-2302-004-PRINCIPLES OF ACCOUNTING II"	Mean	4.0857	3.4857	3.6571	4.0571	3.8	3.5588
	N	35	35	35	35	35	34
"Fan,Xiaohong:ACCT-2302-005-PRINCIPLES OF ACCOUNTING II"	Mean	4.3333	4	4.2857	4.375	4.2	3.8571
	N	15	15	14	16	15	14
"Farrar-Myers,Victoria:HONR-LA-4303-001-ADVANCED SPECIAL TOPICS"	Mean	5	5	5	5	5	5
	N	2	2	2	2	2	2
"Fegaras,Leonidas:CSE-3330-001-DATABASE SYS & FILE STRUCTURES"	Mean	4.3333	3.75	4	4.25	4.1667	4.0833
	N	12	12	11	12	12	12
"Feigel,Gregory:FINA-3315-002-INVESTMENTS"	Mean	2.84	2.7308	3.7308	3.8462	4.7308	2.7308
	N	25	26	26	26	26	26
"Feigel,Gregory:FINA-4315-002-ADVBUSINESS FINANCIAL ANALYSIS"	Mean	3.875	3.1429	4.125	4.75	4.5	3.375
	N	8	7	8	8	8	8
"Ferreira,Susan:IE-5304-001-ADVANCED ENGR ECONOMY"	Mean	4.35	4.2105	4.2	4.5	4.1053	4.4
	N	20	19	20	20	19	20
"Ferreira,Susan:IE-5304-002-ADVANCED ENGR ECONOMY"	Mean	4	4.2	3.6	4	4	3.8
	N	5	5	5	5	5	5
"Ferreira,Susan:IE-5351-001-INTRO TO SYSTEMS ENGINEERING"	Mean	3.8	3	3.6	4.2	4.1	3.4
	N	10	9	10	10	10	10
"Feschotte,Cedric:BIOL-3315-002-GENETICS"	Mean	3.7778	3.5556	4.2222	4.3077	3.8846	3.6
	N	27	27	27	26	26	25
"Figueroa,Norma:INTD-3553-001-DESIGN STUDIO: INTERIOR DSGN I"	Mean	3.2	3.3333	4.1333	3.4	3.5333	3.4667
	N	15	15	15	15	15	15
"Figueroa,Norma:INTD-4345-001-ARCHITECTURAL GRAPHICS"	Mean	4.2727	4.3636	4.4545	4.6364	4.5455	4.2727
	N	11	11	11	11	11	11
"Fisher,Matthew:BCMN-2358-002-TELEVISION PRODUCTION I"	Mean	4.8462	4.8462	4.9167	5	5	5
	N	13	13	12	12	12	12
"Florentin,Bryan:ART-2359-002-INTRO PHOTOGRAPHY"	Mean	4.6667	4.6667	4.5714	4.8667	4.3333	4.6667
	N	15	15	14	15	15	15
"Florentin,Bryan:ART-3360-001-INTERMEDIATE PHOTOGRAPHY"	Mean	4.5	4.3636	4.5833	4.6667	4.5	4.3333
	N	12	11	12	12	12	12
"Florentin,Bryan:ART-3391-001-HISTORY OF PHOTOGRAPHY"	Mean	4.5526	4.4872	4.6316	4.7179	4.5385	4.5897
	N	38	39	38	39	39	39
"Flores,Cecilia:NURS-3137-009-INDEPENDENT STUDY"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Focarile,Deborah:BEEP-4384-002-LIT METHODS ESL/BILING CLSRMS"	Mean	4.7647	4.7059	4.7059	4.7059	4.7059	4.7059
	N	17	17	17	17	17	17
"Focarile,Deborah:ECED-4311-004-MATH & SCI FOR EC-6"	Mean	4.7059	4.7647	4.7647	4.6875	4.7059	4.7059
	N	17	17	17	16	17	17
"Fondon,John:BIOL-5101-002-SPECIAL TOPICS IN BIOLOGY"	Mean	4.6667	4.6667	4.8333	5	4.8333	4.8333
	N	6	6	6	6	6	6
"Fondon,John:BIOL-5364-001-POPULATION GENETICS"	Mean	4	4.1	4.4	4.9	4.2	4.5
	N	10	10	10	10	10	10
"Forgey,Fred:REAE-5314-001-SEMINAR IN REAL ESTATE DEVELOPMENT"	Mean	4.3636	4.4783	4.6957	4.6818	4.4783	4.6667
	N	22	23	23	22	23	21
"Forgey,Fred:REAE-5319-001-SEMINAR IN REAL ESTATE FINANCE"	Mean	4.8889	4.6667	4.8889	5	4.8889	5
	N	9	9	9	9	9	9
"Forgey,Fred:REAE-5392-001-TOPICS IN REAL ESTATE"	Mean	4.5	4.5	4.8333	4.8333	4.6667	4.8333
	N	6	6	6	6	6	6
"Forgey,Fred:SUST-6302-001-PhD RESEARCH COLLOQUIUM IN SUSTAINABILITY"	Mean	4.75	4.75	4.75	4.875	5	4.75
	N	8	8	8	8	8	8
"Formanowicz,Daniel:BIOL-3326-001-ANIMAL BEHAVIOR"	Mean	4.0617	3.65	3.8642	4.2875	3.9136	3.75
	N	81	80	81	80	81	80
"Formanowicz,Daniel:BIOL-5698-005-THESIS"	Mean	4.5	4.5	4.5	3.5	3	5
	N	2	2	2	2	2	2
"Formanowicz,Daniel:BIOL-6191-005-ADVANCED RESEARCH"	Mean	3	4	4	5	4	4
	N	1	1	1	1	1	1
"Formanowicz,Daniel:BIOL-6391-005-ADVANCED RESEARCH"	Mean	3.75	4	4.25	4.5	4.25	4.25
	N	4	4	4	4	4	4
"Formanowicz,Daniel:BIOL-6691-005-ADVANCED RESEARCH"	Mean	4	4	5	5	4	5
	N	1	1	1	1	1	1
"Foss,Frank:CHEM-5309-001-ORGANIC CHEMISTRY I"	Mean	4.2381	4.0476	4.4286	4.381	4.5714	4.5714
	N	21	21	21	21	21	21
"Foster,Joe:ACCT-3311-003-FINANCIAL ACCOUNTING I"	Mean	4.5849	4.3774	4.4151	4.6792	4.2453	4.3585
	N	53	53	53	53	53	53
"Fowler,Barbi:ENGL-2309-001-WORLD LIT"	Mean	4.25	4.05	4.35	4.1	4.5	4
	N	20	20	20	20	20	20
"Fowler,Christopher:NURS-5435-003-ACUTE CARE NURSING I"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Fowler,Shannon:CRCJ-2334-007-INTRO CRJU SYS"	Mean	4.2105	4	3.9474	3.9474	4.0526	3.8947
	N	19	19	19	19	19	19
"Fowler,Shannon:CRCJ-3340-001-CRIMINAL JUSTICE STATISTICS"	Mean	4.3077	4.2692	4.2308	4.5	4.3846	4.3077
	N	26	26	26	26	26	26
"Fowler,Shannon:CRCJ-5350-001-THEORY"	Mean	4.4286	4.2857	4.6429	4.5714	4.3571	4.5714
	N	14	14	14	14	14	14
"Frank,Luanne:ENGL-2303-005-TOPICS IN LIT"	Mean	3.95	3.7895	4.7	4.6	4.7	3.8
	N	20	19	20	20	20	20
"Frank,Luanne:ENGL-2303-009-TOPICS IN LIT"	Mean	4.4615	4.5	4.9167	4.9286	4.8571	4.2143
	N	13	14	12	14	14	14
"Frank,Luanne:ENGL-3300-003-SPEC TOP LIT"	Mean	4.375	4.125	4.5	4.5556	4.5556	4.4444
	N	8	8	8	9	9	9
"Franks,Valerie:NURS-1335-008-INTRO TO PROFESSIONAL NURSING"	Mean	4.5556	4.5	4.6667	4.5294	4.6111	4.6667
	N	18	18	18	17	18	18
"Franks,Valerie:NURS-1335-009-INTRO TO PROFESSIONAL NURSING"	Mean	4.5833	4.5	4.6667	4.5833	4.75	4.9167
	N	12	12	12	12	12	12
"Franks,Valerie:NURS-4441-010-NURSING: CHILDBEARING FAMILY"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Franks,Valerie:NURS-4441-011-NURSING: CHILDBEARING FAMILY"	Mean	4	4	4	4	4	4
	N	1	1	1	1	1	1
"Frazier,Gregory:OPMA-5361-002-OPERATIONS MANAGEMENT"	Mean	3.5833	3.1667	3.5946	3.5556	4.1944	3.2162
	N	36	36	37	36	36	37
"Frazier,Sylvester:ENGL-1301-063-EXPOS WRITING"	Mean	3.8571	3.5714	3.7143	3.3571	4.1429	3.5714
	N	14	14	14	14	14	14
"Frazier,Sylvester:ENGL-2329-013-AMERICAN LIT"	Mean	4.0833	4.08	4.2917	4.36	4.4583	4.375
	N	24	25	24	25	24	24
"Frederick,Lee:BIOL-1441-001-CELL MOL BIOL"	Mean	4.5612	4.2857	4.4694	4.6429	4.398	4.6429
	N	98	98	98	98	98	98
"Frederick,Lee:BIOL-1441-002-CELL MOL BIOL"	Mean	4.5104	4.2917	4.3958	4.6667	4.3646	4.5104
	N	96	96	96	96	96	96
"Frederick,Lee:BIOL-1442-001-STRUC & FUNC OF ORGANISMS (2108-82510)"	Mean	4.617	4.4681	4.3978	4.6809	4.5	4.5806
	N	94	94	93	94	94	93
"Frederick,Lee:BIOL-2457-500-HUMAN ANATOMY & PHYSIOLOGY I"	Mean	4.25	4.1667	4.4167	4.3333	4.5	4.3
	N	12	12	12	12	12	10
"Frederick,Lee:BIOL-2457-501-HUMAN ANATOMY & PHYSIOLOGY I"	Mean	4.1818	4	4.2857	4.1818	4.4545	4.3636
	N	22	22	21	22	22	22
"Frederick,Lee:BIOL-2458-500-HUMAN ANATOMY & PHYSIOLOGY II"	Mean	4.5278	4.3889	4.5278	4.5	4.5278	4.3611
	N	36	36	36	36	36	36
"Frederick,Lee:BIOL-2458-501-HUMAN ANATOMY & PHYSIOLOGY II"	Mean	4.5294	4.2308	4.3846	4.4231	4.25	4.25
	N	51	52	52	52	52	52
"Freling,Traci:MARK-3323-001-INTEGRATED MARKETING COMM"	Mean	4.6038	4.4706	4.4898	4.7885	4.7255	4.7451
	N	53	51	49	52	51	51
"Freling,Traci:MARK-3323-002-INTEGRATED MARKETING COMM"	Mean	4.84	4.625	4.64	4.875	4.84	4.84
	N	25	24	25	24	25	25
"Fromme,Harry:HONR-AR-4303-002-ADVANCED SPECIAL TOPICS"	Mean	2.5	2.5714	4.2857	2.6429	4.2143	2.5
	N	14	14	14	14	14	14
"Frye,Bernard:BIOL-1301-001-NUTRITION"	Mean	4.1702	3.913	4.3261	4.3261	3.9574	4
	N	47	46	46	46	47	47
"Frye,Bernard:BIOL-3444-001-GENERAL MICROBIOLOGY"	Mean	4.5476	4.3095	4.4762	4.5714	4.4048	4.5
	N	42	42	42	42	42	40
"Fuchs,Perry:BIOL-3303-001-DRUGS AND BEHAVIOR (2108-82560)"	Mean	4.4167	4.4167	4.5	4.625	4.375	4.5833
	N	24	24	24	24	24	24
"Fuchs,Perry:HEED-3303-001-DRUGS AND BEHAVIOR"	Mean	4.5	4.25	4.25	4.3333	4.25	4.75
	N	12	12	12	12	12	12
"Funkhouser,Charles:EDAD-5381-006-POLITICAL AND LEGAL ASPECTS OF EDUCATION"	Mean	5	5	5	5	5	5
	N	3	3	3	3	3	3
"Furr,Deana:NURS-4441-007-NURSING: CHILDBEARING FAMILY"	Mean	5	4	5	4.3333	5	4.5
	N	3	3	3	3	3	2
"Furr,Deana:NURS-4441-600-NURSING: CHILDBEARING FAMILY"	Mean	4.6667	5	4.6667	4.6667	4.6667	5
	N	3	3	3	3	3	3
"Furr,Deana:NURS-4441-601-NURSING: CHILDBEARING FAMILY"	Mean	5	5	5	5	5	5
	N	2	2	2	2	2	2
"Gainer,Cheryl:NURS-4441-008-NURSING: CHILDBEARING FAMILY"	Mean	4	3.25	4	3.25	4	3.5
	N	4	4	4	4	4	4
"Gainer,Cheryl:NURS-4441-009-NURSING: CHILDBEARING FAMILY"	Mean	4.6667	3.3333	4	3.3333	4.6667	3.6667
	N	3	3	3	3	3	3
"Gaines,Richard:ENGL-0300-001-RDG COMPREHENSION & WRITING"	Mean	3.1667	3.5	3.1667	3.5	3.3333	2.6667
	N	6	6	6	6	6	6
"Gaines,Richard:ENGL-0300-007-RDG COMPREHENSION & WRITING"	Mean	4.25	4.25	4.125	4.5	4.125	4.25
	N	8	8	8	8	8	8
"Gaines,Richard:ENGL-0300-008-RDG COMPREHENSION & WRITING"	Mean	4.7333	4.6667	4.4	4.7857	4.6	4.3333
	N	15	15	15	14	15	15
"Gale,Nathan:ENGL-1302-002-CRITICAL THINK, READ, WRITE"	Mean	4.0556	4.1111	4.1667	4.4444	4.5	4.25
	N	18	18	18	18	18	16
"Gale,Nathan:ENGL-1302-005-CRITICAL THINK, READ, WRITE"	Mean	4.5	4.3125	4.5625	4.625	4.75	4.5333
	N	16	16	16	16	16	15
"Galis,James:ART-4392-004-SPECIAL STUDIES"	Mean	4.4286	4.5714	5	4.7143	4.7143	5
	N	7	7	7	7	7	7
"Galloway,Diane:ECED-4318-005-FOUNDATIONS IN EC-6 EDUCATION"	Mean	2.9333	4.1	4.5667	3.8	3.8333	3.7667
	N	30	30	30	30	30	30
"Galloway,Diane:EDML-4300-001-ADOLES GROWTH/DEVELOPMT"	Mean	3.1282	3.9737	4.3846	3.6923	3.9487	4.0526
	N	39	38	39	39	39	38
"Galloway,Diane:EDML-4370-001-SOC ST & DIVERSITY - MID LVL"	Mean	2.875	4.4375	4.5333	3.8	3.9375	4.1875
	N	16	16	15	15	16	16
"Galloway,Diane:EDML-5328-001-PREAD/AD GROWTH, DEV, & LEARN"	Mean	3.7273	4.4545	4.9091	4.1818	4.1818	4.6364
	N	11	11	11	11	11	11
"Gann,Michael:CRCJ-2334-005-INTRO CRJU SYS (2108-83931)"	Mean	3.7	3.5	3.4	3.7	3.3	3.8
	N	10	10	10	10	10	10
"Gann,Michael:CRCJ-2334-006-INTRO CRJU SYS"	Mean	3	2	3	3	3	2
	N	1	1	1	1	1	1
"Gann,Michael:CRCJ-3336-001-LWENF MGT&ADMN"	Mean	4.5385	4.4103	4.5897	4.7179	4.6154	4.4103
	N	39	39	39	39	39	39
"Gao,Jean:CSE-5370-001-BIOINFORMATICS"	Mean	4.6667	4.6667	4.8333	4.8333	4.3333	4.6667
	N	6	6	6	6	6	6
"Gardner,Kent:EDAD-5351-001-STUDENT AFFAIRS"	Mean	4.625	4.6875	4.6875	4.8125	4.6667	4.9375
	N	16	16	16	16	15	16
"Gardner,Kent:EDAD-5389-001-ADMINISTRATIVE INTERNSHIP"	Mean	4.5455	4.6364	4.6364	4.9091	4.9091	4.9091
	N	11	11	11	11	11	11
"Gardner,Kent:EDAD-5399-001-CAPSTONE INTERN EDUC LDRSHP"	Mean	4.8	4.4	4.7	4.7	4.8	4.6667
	N	10	10	10	10	10	9
"Gardner,Kent:EDAD-6355-001-K-16 STUDENT SRVCS LDRSHIP RES"	Mean	4.0769	3.8462	4.3077	4.2692	4.16	4.12
	N	26	26	26	26	25	25
"Garrigus,John:HIST-2302-003-HIST OF CIVILIZATION"	Mean	3.8889	3.6667	3.8889	3.6667	3.7778	3.5556
	N	9	9	9	9	9	9
"Garrigus,John:HIST-4366-001-LATIN AMER HIST"	Mean	4.6154	4.3077	4.4615	4.5385	4.6154	4.3077
	N	13	13	13	13	13	13
"Garrigus,John:HIST-4369-001-CARIBBEAN HIST"	Mean	4.7222	4.6111	4.6667	4.8333	4.9444	4.8889
	N	18	18	18	18	18	18
"Garza,Jorge:ART-2358-002-INTRO FILM/VIDEO"	Mean	4.5714	4.8571	5	4.4286	4.7143	4.7143
	N	7	7	6	7	7	7
"George,Beverly:MANA-2302-003-COMMUNICATIONS IN ORGANIZATION"	Mean	4.4348	4.1304	4.7391	4.3043	4.4783	4.3913
	N	23	23	23	23	23	23
"George,Beverly:MANA-2302-004-COMMUNICATIONS IN ORGANIZATION"	Mean	3.9667	3.7667	4.1333	3.7667	4.2	3.7333
	N	30	30	30	30	30	30
"George,Beverly:MANA-3318-005-MANA ORG BEHAV"	Mean	3.875	3.6585	4.225	4.175	4.4	3.4634
	N	40	41	40	40	40	41
"George,Beverly:MANA-3318-006-MANA ORG BEHAV"	Mean	3.7317	3.2927	4.225	3.7317	4.3659	3.65
	N	41	41	40	41	41	40
"Gerik,Ruth:ENGL-3373-003-TECH WRITING"	Mean	4.4118	4.5556	4.4118	4.5	4.6667	4.5882
	N	17	18	17	18	18	17
"Gerik,Ruth:ENGL-3373-005-TECH WRITING"	Mean	4.5294	4.2222	4.0556	4.4444	4.5556	4.5556
	N	17	18	18	18	18	18
"Gerik,Ruth:ENGL-3373-006-TECH WRITING"	Mean	4.25	4	4	4.4	4.3158	4.3
	N	20	20	20	20	19	20
"Gerik,Ruth:ENGL-3373-007-TECH WRITING"	Mean	4.5263	4.5556	4.3684	4.4737	4.7895	4.7368
	N	19	18	19	19	19	19
"Gerik,Ruth:ENGL-3373-500-TECHNICAL WRITING"	Mean	4.3523	4.4091	4.3977	4.4368	4.2273	4.2955
	N	88	88	88	87	88	88
"Gerik,Ruth:ENGL-3373-501-TECH WRITING"	Mean	4.2619	4.3036	4.2976	4.3333	4.2831	4.2455
	N	168	168	168	168	166	167
