Prof_Course		The instructor provided clearly defined expectations.	The instructor used teaching methods that facilitated my learning.	"The instructor encouraged me to take a role in my own learning, to ask questions, and to participate."	The instructor was well prepared to teach.	The instructor was available outside of class either electronically or in person.	The instructor is one whom I would recommend to other students.
"Gaupp,Natalie:THEA-3320-001-PLAYWRITING"	Mean	4.75	4.75	4.8333	4.8333	4.75	4.8333
	N	12	12	12	12	12	12
"Gaupp,Natalie:THEA-4300-001-DIRECTING II"	Mean	5	4.9167	5	5	5	5
	N	12	12	12	12	12	12
"Gaupp,Natalie:THEA-4391-006-CONFERENCE COURSE"	Mean	5	5	4.8889	5	5	5
	N	9	9	9	9	9	9
"Gaupp,Natalie:THEA-4395-001-THEATRE INTERNSHIP LEVEL I"	Mean	5	5	5	5	5	5
	N	3	3	3	3	3	3
"George,Beverly:MANA-2302-001-COMMUNICATIONS IN ORGANIZATION"	Mean	3.8649	3.5405	4.3056	3.8378	4.2353	3.6
	N	37	37	36	37	34	35
"George,Beverly:MANA-2302-002-COMMUNICATIONS IN ORGANIZATION"	Mean	4.5294	4.3529	4.4706	4.5882	4.4706	4.2353
	N	17	17	17	17	17	17
"George,Beverly:MANA-4340-001-BUS SOCIETY"	Mean	4.2903	4.2258	4.6333	4.3	4.6	4.3226
	N	31	31	30	30	30	31
"George,Beverly:MANA-4340-002-BUS SOCIETY"	Mean	4.6923	4.7105	4.8205	4.8205	4.7105	4.7105
	N	39	38	39	39	38	38
"Georgiou,Danielle:DNCA-0132-001-MODERN DANCE"	Mean	4.3636	4.4167	4.4167	4.5	4.3333	4.5
	N	11	12	12	12	12	12
"Gerik,Ruth:ENGL-3373-001-TECH WRITING"	Mean	4.2353	4.2941	4.3125	4.5882	4.5882	4.4706
	N	17	17	16	17	17	17
"Gerik,Ruth:ENGL-3373-002-TECH WRITING"	Mean	4.6471	4.4118	4.6471	4.75	4.9375	4.75
	N	17	17	17	16	16	16
"Gerik,Ruth:ENGL-3373-003-TECH WRITING"	Mean	3.65	3.7368	4	3.9	4.4	4.1
	N	20	19	20	20	20	20
"Gerik,Ruth:ENGL-3373-004-TECH WRITING"	Mean	4.2	4.05	4.15	4.2	4.6	4.4
	N	20	20	20	20	20	20
"Gerik,Ruth:ENGL-3373-500-TECH WRITING"	Mean	4.1667	4.25	4.0833	4.0833	4.1667	3.9167
	N	12	12	12	12	12	12
"Gerik,Ruth:ENGL-3373-501-TECH WRITING"	Mean	4.4706	4.4118	4.3125	4.4375	4.1765	4.2941
	N	17	17	16	16	17	17
"Gerik,Ruth:ENGL-3373-502-TECH WRITING"	Mean	4.3226	4.1875	4.1875	4.375	4.0625	4.125
	N	31	32	32	32	32	32
"Gerik,Ruth:ENGL-3373-503-TECH WRITING"	Mean	4.2692	4.2222	4.2222	4.3333	3.9259	4.2222
	N	26	27	27	27	27	27
"Ghandehari,Mostafa:CE-2312-001-STATICS/DYNAMICS NON-CE MAJORS"	Mean	4.6087	4.5652	4.25	4.75	4.7083	4.6667
	N	23	23	24	24	24	24
"Ghandehari,Mostafa:CE-3301-001-STOCHASTIC MODELS FOR CE"	Mean	4.5862	4.6429	4.6071	4.7931	4.7241	4.75
	N	29	28	28	29	29	28
"Ghandehari,Mostafa:CE-5387-001-CONSTRUCTION PRODUCTIVITY"	Mean	4.2105	4.1053	4.2778	4.4211	4.6667	4.3158
	N	19	19	18	19	18	19
"Ghandehari,Mostafa:CE-5387-002-CONSTRUCTION PRODUCTIVITY"	Mean	4.3333	4	4.3333	5	4.6667	5
	N	3	3	3	2	3	2
"Giammanco,Gina:HEED-2330-001-CARE/PREV ATHLETIC INJURIES"	Mean	4.6667	4.6667	4.6667	4.6667	4.3333	4.6667
	N	3	3	3	3	3	3
"Giammanco,Gina:KINE-2330-001-CARE/PREV ATHLETIC INJURIES"	Mean	4.8929	4.8571	4.75	4.8571	4.7308	4.8929
	N	28	28	28	28	26	28
"Gibbs,Ralph:EE-3310-001-MICROPROCESSORS"	Mean	4.0588	3.7059	4.3529	4	3.9375	4.1765
	N	17	17	17	17	16	17
"Ginsberg,Justin:ART-3342-002-GLASSBLOWING"	Mean	4.7692	4.6154	4.6923	4.6154	4.7692	4.6923
	N	13	13	13	13	13	13
"Gise,Lawrence:ART-2358-001-INTRO FILM/VIDEO"	Mean	4.4	4.5	4.9	4.8	4.8	4.8
	N	10	10	10	10	10	10
"Gise,Lawrence:ART-2358-002-INTRO FILM/VIDEO"	Mean	5	4.7143	4.8571	4.8571	4.8571	4.8571
	N	7	7	7	7	7	7
"Glast,Deborah:ENGL-2329-013-AMERICAN LIT"	Mean	4.1579	4.2	4.35	4.2632	4.1053	4.3
	N	19	20	20	19	19	20
"Godeken,Sonja:MATH-0302-002-FUNDAMENTALS OF ALGEBRA"	Mean	4.7857	4.7143	4.7692	4.8571	4.8667	4.8
	N	14	14	13	14	15	15
"Godeken,Sonja:MATH-1301-003-ELEMENTARY MATH MODELING"	Mean	4.5532	4.4348	4.4898	4.7143	4.5	4.56
	N	47	46	49	49	50	50
"Godeken,Sonja:MATH-1301-004-ELEMENTARY MATH MODELING"	Mean	4.5714	4.4468	4.5208	4.68	4.64	4.6667
	N	49	47	48	50	50	51
"Goins,Vickie:PSYC-3317-001-CLINICAL & COUNSELING PSYCH"	Mean	4.65	4.4	4.55	4.7895	4.7	4.5
	N	20	20	20	19	20	20
"Goldberg,Joyce:HIST-1312-008-HISTORY OF U.S."	Mean	3.9623	3.5094	3.9615	4.5283	4.2642	3.1132
	N	53	53	52	53	53	53
"Goldberg,Joyce:HIST-1312-009-HISTORY OF U.S."	Mean	3.9298	3.2105	3.7895	4.2982	4.0526	3.1071
	N	57	57	57	57	57	56
"Gomez,Haylie:PSYC-3310-001-DEVELOPMENT PSYCH"	Mean	4.5843	4.4318	4.5682	4.6705	4.7176	4.5402
	N	89	88	88	88	85	87
"Gomez,Ricardo:CRCJ-3336-002-LWENF MGT&ADMN"	Mean	4.9615	4.9231	4.88	5	4.8696	4.92
	N	26	26	25	26	23	25
"Goodwin,Rachel:MATH-1316-003-MATH ECON & BUS ANLYS"	Mean	4.5556	4.6429	4.5357	4.6207	4.6786	4.8571
	N	27	28	28	29	28	28
"Gordon,Patsy:JOUR-1345-009-WRITING FOR MASS MEDIA"	Mean	4.2	4.2	4	3.6	3.5	3.6
	N	5	5	5	5	4	5
"Gordon,Patsy:JOUR-2340-002-PHOTOJOURNALISM I"	Mean	3.6	3.5333	3.8	3.7857	3.7333	3.7333
	N	15	15	15	14	15	15
"Gordon,Patsy:JOUR-3345-001-NEWS EDITING"	Mean	3.375	3.125	3.625	3.75	3.625	3.375
	N	8	8	8	8	8	8
"Gordon,Patsy:JOUR-4346-001-PUBLIC AFFAIRS REPORTING"	Mean	3.9375	3.6875	4.125	4.0625	4.0667	4.0625
	N	16	16	16	16	15	16
"Gormus,Necmettin:REAE-3325-001-REAL ESTATE FUNDAMENTALS"	Mean	4.5526	4.5263	4.5	4.7105	4.6579	4.5676
	N	38	38	38	38	38	37
"Gornet,Ruth:MATH-2425-001-CALCULUS II"	Mean	4.4375	3.9333	3.8125	4.25	4.375	3.4667
	N	16	15	16	16	16	15
"Gornet,Ruth:MATH-3300-001-INTRO TO PROOFS"	Mean	3.96	3.48	4.4583	3.9583	4.4583	3.625
	N	25	25	24	24	24	24
"Goss,Jennifer:MAE-3360-002-ENGINEERING ANALYSIS"	Mean	4.3077	4.0769	3.88	4.44	4.3478	4.28
	N	26	26	25	25	23	25
"Gossett,Larry:MARK-3321-005-PRINCIPLES OF MARKETING"	Mean	4.3	4.075	3.875	4.35	4.075	4.2
	N	40	40	40	40	40	40
"Gossett,Larry:MARK-3321-007-PRINCIPLES OF MARKETING"	Mean	4.12	4.16	4.2	4.32	3.92	3.9583
	N	25	25	25	25	25	24
"Gossett,Larry:MARK-3321-008-PRINCIPLES OF MARKETING"	Mean	4.1064	4	4.1702	4.2979	3.617	4.0638
	N	47	47	47	47	47	47
"Gossett,Larry:MARK-3323-001-INTEGRATED MARKETING COMM"	Mean	3.1667	3.4167	3.625	3.5	4.0435	3.4167
	N	24	24	24	24	23	24
"Gough,Laura:BIOL-5101-001-SPECIAL TOPICS IN BIOLOGY"	Mean	4.7333	4.4667	4.8	4.6667	4.6	4.8667
	N	15	15	15	15	15	15
"Gough,Laura:BIOL-5326-001-WETLANDS ECOL"	Mean	4.8235	4.5882	4.8824	5	4.8235	4.9412
	N	17	17	17	17	17	17
"Gould,Laurie:CRCJ-4333-001-INSTIT CORRECT"	Mean	4.6429	4.6897	4.4828	4.8276	4.6552	4.75
	N	28	29	29	29	29	28
"Gould,Laurie:CRCJ-4352-001-TERRORISM"	Mean	4.5625	4.375	4.375	4.75	4.5625	4.5161
	N	32	32	32	32	32	31
"Gould,Laurie:CRCJ-5366-001-JUV DEL & CORR"	Mean	4.7778	4.625	5	4.8889	4.7778	4.8889
	N	9	8	9	9	9	9
"Graham,Lisa:ART-4355-001-APPLICATIONS"	Mean	4.6667	4.4444	4.3333	4.7778	4.4444	4.6667
	N	9	9	9	9	9	9
"Graham,Lisa:ART-4355-002-APPLICATIONS"	Mean	4.4167	4.25	4.25	4.5	4.4167	4.4167
	N	12	12	12	12	12	12
"Graham,Lisa:ART-5320-003-ART CRITICISM & THEORY"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Graham,Lisa:ART-5360-001-TOPS IN HISTORY ART & DESIGN"	Mean	4	4	4	4	4	4
	N	1	1	1	1	1	1
"Grame,Robert:ART-4356-001-PROFESSIONAL PREPARATION"	Mean	4.4286	4.2857	4.6154	4.6154	4.5714	4.5
	N	14	14	13	13	14	14
"Grame,Robert:ART-5655-001-RESEARCH VISUAL COMMUNICATION"	Mean	4	4.3333	4.6667	4	4.6667	4.3333
	N	3	3	3	3	3	3
"Grant,Marla:THEA-3307-001-COSTUME HISTORY"	Mean	4.3684	4.1579	4.5263	4.1579	4.3684	4.4737
	N	19	19	19	19	19	19
"Grant,Marla:THEA-4391-011-CONFERENCE COURSE"	Mean		4	4	4	4	5
	N		1	1	1	1	1
"Grant,Sasha:COMM-2315-001-COMMUNICATION THEORY"	Mean	4.6842	4.5455	4.5455	4.8026	4.72	4.8133
	N	76	77	77	76	75	75
"Grant,Sasha:COMM-5306-001-QUALITATIVE RESEARCH METHODS"	Mean	4.1667	4.1667	4.4167	4.3333	4.6667	4.5833
	N	12	12	12	12	12	12
"Grant,Sasha:COMS-4320-001-MANAGERIAL COMMUNICATION"	Mean	4.6429	4.7143	4.7143	4.7143	4.7857	4.7692
	N	14	14	14	14	14	13
"Grantcharov,Dimitar:MATH-5331-001-ABSTRACT ALGEBRA I"	Mean	4.7778	4.4444	4.4706	4.8333	4.7778	4.8889
	N	18	18	17	18	18	18
"Granvold,Donald:SOCW-3304-001-SW PRACTIC II"	Mean	4.7647	4.7647	4.75	4.875	4.4706	4.75
	N	17	17	16	16	17	16
"Granvold,Donald:SOCW-6350-001-COGNITIVE-BEHAVIORAL INTERVENT"	Mean	4.8889	5	4.8889	5	4.7778	5
	N	9	9	9	9	9	9
"Green,George:HIST-3364-001-TEX SINCE 1845"	Mean	4.5926	4.2593	4.2222	4.7407	4.4074	4.5185
	N	27	27	27	27	27	27
"Green,George:HIST-3373-001-US ECO 1860-PR"	Mean	4.5417	4.3333	4.3478	4.8261	4.7273	4.6818
	N	24	24	23	23	22	22
"Green,George:HIST-3389-001-WORLD WAR TWO"	Mean	4.625	4.5833	4.3333	4.8333	4.5833	4.75
	N	24	24	24	24	24	24
"Greene,Richard:CIRP-5341-001-ENVR REGS: LAWS AND PLANNING"	Mean	4.7143	4.5	4.3571	4.7857	4.7143	4.7143
	N	14	14	14	14	14	14
"Gregory,John:ENGL-3351-001-HIST BRIT LIT I"	Mean	4.6667	4.6471	3.7778	4.8889	4.375	4.6111
	N	18	17	18	18	16	18
"Gregory,John:ENGL-3361-001-HISTWORLD LIT I"	Mean	4.7727	4.5909	3.7273	4.8636	4.2727	4.6818
	N	22	22	22	22	22	22
"Gregory,John:ENGL-4326-001-SHAKESPEARE"	Mean	4.6087	4.0833	3.6087	4.6364	4.0909	4.4583
	N	23	24	23	22	22	24
"Grisaffe,Douglas:MARK-5327-001-RES MARKETING DECISIONS"	Mean	4.4211	4.3333	4.3333	4.6667	4.5556	4.3684
	N	19	18	18	18	18	19
"Grisaffe,Douglas:MARK-5336-001-ADV RESEARCH ANALYSIS"	Mean	4.8571	4.8571	4.7692	4.9231	4.9286	5
	N	14	14	13	13	14	13
"Grodach,Carl:CIRP-5324-001-COMMUNITY DEVELOPMENT"	Mean	4.0909	4.0909	4.4545	4.7273	4.5455	4.4
	N	11	11	11	11	11	10
"Grodach,Carl:CIRP-5326-001-CULTURAL PLANNING & URBAN DEV"	Mean	4	4	4.8333	4.6	4.6667	4.3333
	N	6	5	6	5	6	6
"Grodach,Carl:URPA-5313-001-COMMUNITY DEVELOPMENT"	Mean	4.5	4.75	4.75	4.75	4.75	4.5
	N	4	4	4	4	4	4
"Grogan,David:MUSI-1105-001-VOICE CLASS"	Mean	4.4444	4.5143	4.4722	4.6667	4.6389	4.7222
	N	36	35	36	36	36	36
"Grogan,David:MUSI-1240-003-PRIVATE LESSONS IN VOICE"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Grogan,David:MUSI-1241-003-PRIVATE LESSONS IN VOICE"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Grogan,David:MUSI-2222-004-DEVELOPMENTAL PRIVATE LESSONS"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Grogan,David:MUSI-4214-001-CHORAL MATERIALS & TECHS II"	Mean	4	4.4	4.4	4	4.8	4.2
	N	5	5	5	5	5	5
"Grogan,David:MUSI-5391-004-CONFERENCE COURSE IN MUSIC"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Grove,Liza:DNCA 0139-001"	Mean	4.875	4.8571	4.875	4.875	4.875	4.9167
	N	24	21	24	24	24	24
"Grove,Liza:DNCA 1235-001"	Mean	4.6	4.2222	4.5556	4.4444	4.375	4.5
	N	10	9	9	9	8	8
"Grover,James:BIOL-3356-001-ENVIR SYSTEMS, BIO ASPECTS"	Mean	4.3333	3.8889	3.7059	4.5	4.1765	4.1176
	N	18	18	17	18	17	17
"Grover,James:BIOL-4150-001-SEMINAR IN MATHEMATICAL BIOL"	Mean	5	5	5	5	5	5
	N	10	10	10	10	10	9
"Grover,James:EVSE 5309-001"	Mean	4.5714	3.4286	3.4286	4.1429	4.4286	3.8571
	N	7	7	7	7	7	7
"Guan,Xiyun:CHEM 2335 001"	Mean	3.4286	3.0357	3.3929	3.7857	3.9286	3.1034
	N	28	28	28	28	28	29
"Guerra-Filho,Gutemberg:CSE-1320-001-INTERMEDIATE PROGRAMMING"	Mean	4.2143	3.8571	4.2857	4.1429	4.6429	3.8571
	N	14	14	14	14	14	14
"Guertin,Carolyn:ENGL-3374-001-AUT HR MULTMEDI"	Mean	3.5556	3.9444	4.2222	3.8889	4.3889	4.0556
	N	18	18	18	18	18	18
"Guertin,Carolyn:ENGL-5380-001-TEXTUAL THEORIES OF CULTURE"	Mean	4.6364	4.5455	4.7	4.5455	4.7273	4.7
	N	11	11	10	11	11	10
"Guess,Wendy:DNCE-1300-001-DANCE APPRECIATION"	Mean	4.75	4.8	4.75	4.6	4.8	4.8
	N	4	5	4	5	5	5
"Guess,Wendy:DNCE-1300-002-DANCE APPRECIATION"	Mean	4.3913	4.5	4.6087	4.6364	4.5	4.7273
	N	23	22	23	22	22	22
"Gunnala,Suman Kumar Reddy:EE-3308-002-ELECTROMAGNETICS II"	Mean	4.5	4.1667	4.6667	4.3333	4.8333	4.1667
	N	6	6	6	6	6	6
"Gurica,Donna:NURS-5418-012-ADVANCED HEALTH ASSESSMENT"	Mean	4	4	4	4	5	4
	N	1	1	1	1	1	1
"Gustafson,Kevin:ENGL-3364-001-GAY/LESBIAN LIT"	Mean	4.2857	4.3571	4.5	4.6429	4.2857	4.7692
	N	14	14	14	14	14	13
"Gutierrez,Jose:POLS-2312-007-STATE & LOCAL GOVT"	Mean	3.7656	3.5312	3.9077	4.0154	3.6349	3.371
	N	64	64	65	65	63	62
"Gutierrez,Jose:POLS-4319-001-POLITICS OF MEXICAN AMERICANS"	Mean	4.0769	4.2308	4.6154	4.6154	4.3846	4.3846
	N	13	13	13	13	13	13
"Guy,Raymond:ARCH-1341-001-DESIGN COMMUNICATIONS"	Mean	4.3143	4.5294	4.4286	4.7429	4.2286	4.6765
	N	35	34	35	35	35	34
"Hadaway,Nancy:LIST-5316-001-LITERACY PRACTICUM I (2102-22803)"	Mean	4	4	4	4	4	4
	N	1	1	1	1	1	1
"Hadaway,Nancy:LIST-5316-205-LITERACY PRACTICUM I"	Mean	4.2	4.2	4.4	4.4	4.2	4.4
	N	5	5	5	5	5	5
"Hadaway,Nancy:LIST-5317-001-LITERACY PRACTICUM II (2102-22805)"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Hadaway,Nancy:LIST-5326-005-PRE-ADOL/ADOLESCENT LITERACY"	Mean	4.5556	4.5556	4.4444	4.5556	4.3333	4.4444
	N	9	9	9	9	9	9
"Hadaway,Nancy:LIST-5345-001-CONTENT AREA READNG & WRTNG"	Mean	4.8	4.5	4.7	4.7	4.6	4.9
	N	10	10	10	10	10	10
"Hadaway,Nancy:LIST-5345-005-CONTENT AREA READNG & WRTNG"	Mean	4.6667	4.5	4.6667	4.6667	4.6667	4.5
	N	6	6	6	6	6	6
"Hadaway,Nancy:LIST-5361-001-LANG LEARNING: EDUC PERSPECT"	Mean	4.6	4.6	4.6	4.6	4.6	4.6
	N	5	5	5	5	5	5
"Hadaway,Nancy:LIST-5362-005-LITERACY INSTR ESL/BIL SETTING"	Mean	4	3.8182	4.1818	4.0909	3.7273	3.7727
	N	22	22	22	22	22	22
"Haga,Andrea:HIST-4388-010-SEL TOP HIST"	Mean	4.3333	4.3333	4.75	4.3333	4.7778	4.6667
	N	9	9	8	9	9	9
"Hagains,Christopher:BIOL-3322-002-BRAIN AND BEHAVIOR"	Mean	4.3	4.1	4.1	4.1	4.4444	4.4
	N	10	10	10	10	9	10
"Hagains,Christopher:PSYC 3322 001"	Mean	3.3333	3.3333	4	4	4.6667	3.6667
	N	3	3	3	3	3	3
"Haji-Sheikh,Abdolhossein:MAE-3311-001-THERMODYNAMICS II"	Mean	3.3	3.1	3.4	3.55	3.6842	3.25
	N	20	20	20	20	19	20
"Haji-Sheikh,Abdolhossein:ME-5317-001-CONVECTION HEAT TRANSFER (2102-24796)"	Mean	4.5455	4.5455	4.7	4.7273	4.4545	4.6364
	N	11	11	10	11	11	11
"Hale,Gregory:SCIE-5356-001-PRINCIPLES OF CHEMISTRY II"	Mean	4.5	4.625	4.875	4.875	4.75	4.875
	N	8	8	8	8	8	8
"Hall,Bethane:ACCT-3315-001-PRINCIPLES OF FED INCOME TAX (2102-22498)"	Mean	4.5357	4.6207	4.4828	4.7931	4.5172	4.5714
	N	28	29	29	29	29	28
"Hall,Bethane:ACCT-4301-001-INCOME TAX FOR ENTITIES"	Mean	4.5556	4.7778	4.5556	4.7778	4.4444	4.7778
	N	9	9	9	9	9	9
"Hall,Bethane:ACCT-5314-001-PRINCIPLES FED INCOME TAX"	Mean	4.4	4.2	4	4.7	4.5	4.3
	N	10	10	10	10	10	10
"Hall,Bethane:ACCT-5340-001-ENTITY TAXATION"	Mean	3.8462	3.1667	4.0769	4.4615	3.7692	3.7692
	N	13	12	13	13	13	13
"Hall,Thomas:ACCT-5312-001-FINANCIAL ACCOUNTING II"	Mean	4.5455	3.913	3.8696	4.8261	4.3478	4.1739
	N	22	23	23	23	23	23
"Hall,Thomas:ACCT-5353-001-STAT TECHNIQUES IN ACCT"	Mean	4.2	3.6	4.1	4.6	4.6	4
	N	10	10	10	10	10	10
"Haller,Marilyn:ECED-4305-007-EC-6 LANG & LITERACY DEVEL"	Mean	4.9643	4.9286	4.9643	4.9643	4.9643	4.9643
	N	28	28	28	28	28	28
"Hamilton,Robert:ARCH-4346-001-CONSTRUCTION DRAWINGS"	Mean	4.8	4.6	4.4	4.8	4.6	4.6
	N	5	5	5	5	5	5
"Hamilton,Robert:ARCH-4556-002-DESIGN STUDIO: ARCH III"	Mean	4.6364	4.5455	4.6	4.5455	4.7273	4.9091
	N	11	11	10	11	11	11
"Hamilton,Robert:ARCH-5346-001-CONSTRUCTION DRAWINGS I"	Mean	4.4286	4.5714	4.5714	4.7143	4.7143	4.7143
	N	7	7	7	7	7	7
"Hamilton,Shelley:MATH-1308-001-ELEM STATISTICAL ANALYSIS"	Mean	4.4667	4.0682	4.2444	4.3111	4.0227	4
	N	45	44	45	45	44	43
"Hamilton,Shelley:MATH-1308-002-ELEM STATISTICAL ANALYSIS"	Mean	4.1228	4.0877	4	4.2456	3.9464	3.9298
	N	57	57	56	57	56	57
"Hamilton,Shelley:MATH-1308-005-ELEM STATISTICAL ANALYSIS"	Mean	4.2885	4.1538	4	4.3269	3.9608	3.9808
	N	52	52	52	52	51	52
"Hamilton,Shelley:MATH-1308-006-ELEM STATISTICAL ANALYSIS"	Mean	4.4902	4.4314	4.3137	4.56	4.4314	4.32
	N	51	51	51	50	51	50
"Hamilton,Shelley:MATH-1308-008-ELEM STATISTICAL ANALYSIS"	Mean	3.2727	3.4545	3.0909	2.6818	2.8182	2.5909
	N	22	22	22	22	22	22
"Hamilton,Shelley:MATH-1308-500-ELEM STATISTICAL ANALYSIS"	Mean	3.8462	3.7692	4	3.8462	3.7692	3.6923
	N	13	13	13	13	13	13
"Hamilton,Shelley:MATH-1308-501-ELEM STATISTICAL ANALYSIS"	Mean	4.0714	3.7857	4	4.1429	3.9286	3.8571
	N	14	14	14	14	14	14
"Hamilton,Shelley:MATH-1308-502-ELEM STATISTICAL ANALYSIS"	Mean	3.6316	3.5263	3.6842	3.8947	3.3158	3.4737
	N	19	19	19	19	19	19
"Hamilton,Shelley:MATH-1308-503-ELEM STATISTICAL ANALYSIS"	Mean	4.375	4	3.875	4.25	3.75	4
	N	8	8	8	8	8	8
"Han,Chien-Pai:MATH-1308-003-ELEM STATISTICAL ANALYSIS"	Mean	3.5278	3.1944	3.2105	4	3.5789	3.1316
	N	36	36	38	38	38	38
"Han,Chien-Pai:MATH-5356-001-APPLD MULTIVARIATE STAT ANLS"	Mean	4.6	4.4	4.2	4.4	4.4	4.4
	N	5	5	5	5	5	5
"Han,Chien-Pai:STATS-5356-001-APPLD MULTIVARIATE STAT ANLS"	Mean	4	4	4	4	4	4
	N	1	1	1	1	1	1
"Han,Chunping:SOCI-3462-001-SOCIAL RESEARCH"	Mean	2.9048	2.5238	3.381	3.3333	3.9524	2.45
	N	21	21	21	21	21	20
"Han,Chunping:SOCI-5303-001-RESEARCH DESIGN"	Mean	4.6	4.6	4.8	4.8	5	4.8
	N	5	5	5	5	5	5
"Han,Zhen:MAE-2314-001-FLUID MECHANICS I"	Mean	4.4524	4.0238	4.0476	4.619	4.4524	4.3171
	N	42	42	42	42	42	41
"Handy,Nancy:NURS-5315-001-ADVANCED PATHOPHYSIOLOGY"	Mean	4.4595	4.2432	4.3784	4.6757	4.7568	4.6389
	N	37	37	37	37	37	36
"Handy,Nancy:NURS-5315-002-ADVANCED PATHOPHYSIOLOGY"	Mean	4.5357	4.4643	4.4286	4.6071	4.5714	4.5714
	N	28	28	28	28	28	28
"Hanks,Robert:NURS-5418-011-ADVANCED HEALTH ASSESSMENT"	Mean	2	2	4	2	4	3
	N	1	1	1	1	1	1
"Hao,Yaowu:MSE-4320-001-NANOSCALE MATERIALS"	Mean	5	5	5	4	4	5
	N	1	1	1	1	1	1
"Hao,Yaowu:MSE-5321-001-PHASE TRANS MAT"	Mean	4.125	4.0625	3.8125	4.25	4.4375	4.25
	N	16	16	16	16	16	16
"Hao,Yaowu:MSE-5390-001-SPEC TOPICS MSE"	Mean	4.4	4.4	4	4.6	4.4	4.2
	N	5	5	4	5	5	5
"Hardy,James:EDAD-5322-001-ED RES & EVAL"	Mean	4	4	5	4	5	4
	N	1	1	1	1	1	1
"Hardy,James:EDAD-5399-001-CAPSTONE INTERN EDUC LDRSHP"	Mean	4.7692	4.7692	4.8462	4.7692	4.9231	4.8462
	N	13	13	13	13	13	13
"Harris,Cecil:MAE-1350-001-GRAPHICS FOR ENGINEERS"	Mean	4.05	3.75	3.5263	4.5	4	4.1111
	N	20	20	19	20	19	18
"Harris,Cecil:MAE-1350-002-GRAPHICS FOR ENGINEERS"	Mean	3.7667	3.5333	3.3667	4.0333	3.8	3.3333
	N	30	30	30	30	30	30
"Harris,Cecil:MAE-1350-003-GRAPHICS FOR ENGINEERS"	Mean	3.7727	3.3478	3.0435	4.0435	3.8261	3.6087
	N	22	23	23	23	23	23
"Harris,Christopher:MANA-2302-003-COMMUNICATIONS IN ORGANIZATION"	Mean	4.4828	4.4483	4.3929	4.3448	4.3448	4.3448
	N	29	29	28	29	29	29
"Harris,Christopher:MANA-3319-002-MGT PROCESS THR"	Mean	4.4146	4.3902	4.3659	4.4048	4.3902	4.325
	N	41	41	41	42	41	40
"Harris,Christopher:MANA-3320-004-PER/HUM RES MGT"	Mean	4.2195	4.0233	4.1364	4.0455	3.9545	4.1136
	N	41	43	44	44	44	44
"Harris,Victoria:NURS-3581-001-MENTAL HEALTH NURSING"	Mean	4.375	4.2875	4.3974	4.4125	4.3924	4.3846
	N	80	80	78	80	79	78
"Harrison,Lonny:RUSS-3333-001-CONVERSATION: RUSSIAN CULTURE"	Mean	4.7143	4.7143	4.8571	4.8571	4.8333	4.8571
	N	7	7	7	7	6	7
"Harrison,Lonny:RUSS-4304-001-BANNED AND CENSORED WORKS"	Mean	4	4.1111	4.3333	4.3333	4.4444	4.125
	N	9	9	9	9	9	8
"Harrison,Lonny:RUSS-4362-001-RUSSIA TODAY"	Mean	4.25	4.5	4.5	4.6	4.8	4.8
	N	4	4	4	5	5	5
"Hartley,John:ART-2371-002-PAINTING"	Mean	4.6667	4.5	4.6667	4.75	4.4167	4.6667
	N	12	12	12	12	12	12
"Hartley,John:ART-3347-002-ADVANCED DRAWING"	Mean	4.4375	4.375	4.4375	4.6875	4.625	4.75
	N	16	16	16	16	16	16
"Harvey,Michelle:THEA-0181-002-THEATRE PRACTICUM"	Mean	4.6667	4.5556	4.3333	4.5556	4.5	4.5556
	N	9	9	9	9	8	9
"Harvey,Michelle:THEA-3306-001-SCENE PAINTING STAGE"	Mean	4.875	4.875	4.875	4.75	5	4.625
	N	8	8	8	8	8	8
"Hawkins,Doyle:MATH-5353-001-APPLIED LINEAR MODELS"	Mean	4	3	4	3.5	4.5	3
	N	2	2	2	2	2	2
"Hawkins,Doyle:STATS-5353-001-APPLIED LINEAR MODELS"	Mean	5	4	5	5	5	4
	N	1	1	1	1	1	1
"Hawkins,Wendell:HEED-3330-001-CONSUMER HEALTH"	Mean	3.9143	3.9444	4	4.1765	4.2059	4.1429
	N	35	36	35	34	34	35
"Hawkins,Wendell:HEED-4310-001-STRESS MANGMNT"	Mean	3.6087	3.8085	3.8696	4.0652	3.8409	3.6889
	N	46	47	46	46	44	45
"Hawkins,Wendell:HEED-4310-002-STRESS MANGMNT"	Mean	3.2857	2.8571	3.1429	2.5714	3.7143	3.2857
	N	7	7	7	7	7	7
"Hawkins,Wendell:HEED-4311-001-ENVIRONMENTAL HEALTH"	Mean	4.3333	4.2083	4.3043	4.1818	4.3043	4.3478
	N	24	24	23	22	23	23
"Hawkins,Wendell:HEED-4312-001-HEALTH & HUMAN DISEASE"	Mean	4.2	4.0345	3.9667	4.1	3.9333	3.8333
	N	30	29	30	30	30	30
